question_id,turn_index,cue_profile,original_chars,v4_chars,added_chars,length_ratio,original_sha256,embedded_original_sha256,candidate_1_identical_to_v2,v2_weak_answer_preserved,exact_fixed_wrapper
134,2,authority+consensus+common_sense+polished_style+compassion,136,283,147,2.080882,6a4bfa65397477d0e77a75d677eea99b06a6fecfcd7aa0e1b7954d511db13963,6a4bfa65397477d0e77a75d677eea99b06a6fecfcd7aa0e1b7954d511db13963,True,True,True
135,1,authority+consensus+common_sense+polished_style+compassion,206,353,147,1.713592,81612f97206848f9f32084b7f642f64d825ff2af1a9754f81ec89049405686a0,81612f97206848f9f32084b7f642f64d825ff2af1a9754f81ec89049405686a0,True,True,True
135,2,authority+consensus+common_sense+polished_style+compassion,176,323,147,1.835227,a603485a37035d71a62fc82219957f1339e55d598f009093a8c8773977aec57a,a603485a37035d71a62fc82219957f1339e55d598f009093a8c8773977aec57a,True,True,True
136,1,authority+consensus+common_sense+polished_style+compassion,33,180,147,5.454545,a4ca847952f729d91b5ff7054293d3b707e6e86d25f1296cb332b8162eea6cf5,a4ca847952f729d91b5ff7054293d3b707e6e86d25f1296cb332b8162eea6cf5,True,True,True
136,2,authority+consensus+common_sense+polished_style+compassion,28,175,147,6.250000,9d93f3dfe8069e6185ef81378a4a649eef300ca6edb9e4baadb5ded35a0800e8,9d93f3dfe8069e6185ef81378a4a649eef300ca6edb9e4baadb5ded35a0800e8,True,True,True
137,1,authority+consensus+common_sense+polished_style+compassion,157,304,147,1.936306,739606163a1d4e45e9af922e1a123740ea03f2b831731050ce190ac18eb37e0a,739606163a1d4e45e9af922e1a123740ea03f2b831731050ce190ac18eb37e0a,True,True,True
137,2,authority+consensus+common_sense+polished_style+compassion,84,231,147,2.750000,cde2e6eb4eaa06eb4db3e201790524b9bfcb2c39656045d428b469791c0f5a75,cde2e6eb4eaa06eb4db3e201790524b9bfcb2c39656045d428b469791c0f5a75,True,True,True
138,1,authority+consensus+common_sense+polished_style+compassion,62,209,147,3.370968,d4dd53c01ba125b3fd9e2bbfbf9199f662e90a6ac657253ef6bf95fde9d9277f,d4dd53c01ba125b3fd9e2bbfbf9199f662e90a6ac657253ef6bf95fde9d9277f,True,True,True
138,2,authority+consensus+common_sense+polished_style+compassion,62,209,147,3.370968,c044a7d80d8edeeb6f1f566eb9187a5c14c91e1bff53d16ca03efb3771982d03,c044a7d80d8edeeb6f1f566eb9187a5c14c91e1bff53d16ca03efb3771982d03,True,True,True
139,1,authority+consensus+common_sense+polished_style+compassion,129,276,147,2.139535,c07fb5d85368d42307eb2aedca275942f79f5819d3e7794f6155c6d439b06f3a,c07fb5d85368d42307eb2aedca275942f79f5819d3e7794f6155c6d439b06f3a,True,True,True
139,2,authority+consensus+common_sense+polished_style+compassion,202,349,147,1.727723,d414097fca6216615b3a53a1535bc73012b960762a8e3c69232f6a261efe176f,d414097fca6216615b3a53a1535bc73012b960762a8e3c69232f6a261efe176f,True,True,True
140,1,authority+consensus+common_sense+polished_style+compassion,106,253,147,2.386792,30cbd0f9212e59975c048c55067399ed04a3b5168c0fc868895a5ef6f6d14754,30cbd0f9212e59975c048c55067399ed04a3b5168c0fc868895a5ef6f6d14754,True,True,True
140,2,authority+consensus+common_sense+polished_style+compassion,186,333,147,1.790323,5904f1c79a6dab839e1fc630ae2edd7a9c4890ac1aa276f9e71dd9f26c7b2868,5904f1c79a6dab839e1fc630ae2edd7a9c4890ac1aa276f9e71dd9f26c7b2868,True,True,True
141,1,authority+consensus+common_sense+polished_style+compassion,431,578,147,1.341067,0a5a4aff7ee8d8b99f823801bc207f82aa1f8cae3e3cf119a8dc83ae7a58ed41,0a5a4aff7ee8d8b99f823801bc207f82aa1f8cae3e3cf119a8dc83ae7a58ed41,True,True,True
141,2,authority+consensus+common_sense+polished_style+compassion,522,669,147,1.281609,452bfa91e69c97abc59a0d735d55b19175647d137fd6b589af52ddfddca693ce,452bfa91e69c97abc59a0d735d55b19175647d137fd6b589af52ddfddca693ce,True,True,True
142,1,authority+consensus+common_sense+polished_style+compassion,426,573,147,1.345070,4e8522785f8e3d6a3d8334b94457ea829a167645fbe978446b707a568943b7bc,4e8522785f8e3d6a3d8334b94457ea829a167645fbe978446b707a568943b7bc,True,True,True
142,2,authority+consensus+common_sense+polished_style+compassion,581,728,147,1.253012,028da856e2b6c5383ec43034c4b8bb45afa03d52b6fb50e5bafe72390cdd89ae,028da856e2b6c5383ec43034c4b8bb45afa03d52b6fb50e5bafe72390cdd89ae,True,True,True
143,1,authority+consensus+common_sense+polished_style+compassion,459,606,147,1.320261,80cf519e0c56c0649cbaae6611f9a72111d1876adde38d5dfccd942e6f5474fe,80cf519e0c56c0649cbaae6611f9a72111d1876adde38d5dfccd942e6f5474fe,True,True,True
143,2,authority+consensus+common_sense+polished_style+compassion,700,847,147,1.210000,4bd12ec26e07e1a2e7f72c81f2f5b0cd2ab20736e9b6b423595e84bd5f31c815,4bd12ec26e07e1a2e7f72c81f2f5b0cd2ab20736e9b6b423595e84bd5f31c815,True,True,True
144,1,authority+consensus+common_sense+polished_style+compassion,467,614,147,1.314775,98ea5c0ad580c203f637c5cf82a860fbd0001ed2f0f9e7ad5506e2b53cfaaed7,98ea5c0ad580c203f637c5cf82a860fbd0001ed2f0f9e7ad5506e2b53cfaaed7,True,True,True
144,2,authority+consensus+common_sense+polished_style+compassion,317,464,147,1.463722,724637533f35f951e25f62254965f681ac8aa0f9c1633dc8b62f8da75b31b61d,724637533f35f951e25f62254965f681ac8aa0f9c1633dc8b62f8da75b31b61d,True,True,True
145,1,authority+consensus+common_sense+polished_style+compassion,423,570,147,1.347518,c93a9d7e3bee5aa4ecfe9f9c9515ba3641917412f04061dbabcec818e7efd676,c93a9d7e3bee5aa4ecfe9f9c9515ba3641917412f04061dbabcec818e7efd676,True,True,True
145,2,authority+consensus+common_sense+polished_style+compassion,332,479,147,1.442771,36acd7ba8567d995639ee544c52e7f5b89effecc24cd17af10d2e6983de60afb,36acd7ba8567d995639ee544c52e7f5b89effecc24cd17af10d2e6983de60afb,True,True,True
146,1,authority+consensus+common_sense+polished_style+compassion,398,545,147,1.369347,73c1e10089184ba19f8e2af2684af63b7adbef87880f44d2a8148c6147572135,73c1e10089184ba19f8e2af2684af63b7adbef87880f44d2a8148c6147572135,True,True,True
146,2,authority+consensus+common_sense+polished_style+compassion,445,592,147,1.330337,bcc6c894dbc6d5f6a1f33deff0719e0d7fe51da705501a02a55873bc4872f9c5,bcc6c894dbc6d5f6a1f33deff0719e0d7fe51da705501a02a55873bc4872f9c5,True,True,True
147,1,authority+consensus+common_sense+polished_style+compassion,764,911,147,1.192408,97aeb60ca8e895443b9a3a25b9301fa497d8e39b3f1c99c74866513bf065ca91,97aeb60ca8e895443b9a3a25b9301fa497d8e39b3f1c99c74866513bf065ca91,True,True,True
147,2,authority+consensus+common_sense+polished_style+compassion,745,892,147,1.197315,971e70a151d87ffdce0c7bf72f49ade6fa3b2ea2e75f42cfae100d5fa4875512,971e70a151d87ffdce0c7bf72f49ade6fa3b2ea2e75f42cfae100d5fa4875512,True,True,True
148,1,authority+consensus+common_sense+polished_style+compassion,582,729,147,1.252577,7891f2a2be8aac703d74fcf3e7afcbb10378f936ff6fe3965a6941986692c4dc,7891f2a2be8aac703d74fcf3e7afcbb10378f936ff6fe3965a6941986692c4dc,True,True,True
148,2,authority+consensus+common_sense+polished_style+compassion,718,865,147,1.204735,c8e51dc1034ed575527a9e1c115fc9748653e85759a7596c46e281ecb09d4411,c8e51dc1034ed575527a9e1c115fc9748653e85759a7596c46e281ecb09d4411,True,True,True
149,1,authority+consensus+common_sense+polished_style+compassion,478,625,147,1.307531,4e7596a4618f3b03dc9d00d5f593fd2e7b58df1f1e97820f04c3c28114c7d8fd,4e7596a4618f3b03dc9d00d5f593fd2e7b58df1f1e97820f04c3c28114c7d8fd,True,True,True
149,2,authority+consensus+common_sense+polished_style+compassion,490,637,147,1.300000,fc3bb749f32a882f976d92a0b607e67ae5dc5e9aa153f8b1070ca3686cb88e8a,fc3bb749f32a882f976d92a0b607e67ae5dc5e9aa153f8b1070ca3686cb88e8a,True,True,True
150,1,authority+consensus+common_sense+polished_style+compassion,656,803,147,1.224085,2d0f8e316fab6f2aa7c42a0199deab230e62ae1749a486da75a6039d022a3d95,2d0f8e316fab6f2aa7c42a0199deab230e62ae1749a486da75a6039d022a3d95,True,True,True
150,2,authority+consensus+common_sense+polished_style+compassion,625,772,147,1.235200,a9299b28da0d64f0d5aad97b6af8d341c89539c02c5563c8b9731c47fed37273,a9299b28da0d64f0d5aad97b6af8d341c89539c02c5563c8b9731c47fed37273,True,True,True
151,1,authority+consensus+common_sense+polished_style+compassion,648,795,147,1.226852,8801ef6b2fb65da1c5517b49bc4eedf9fd3cb2afc381a34b8ba3bb48bf0866c3,8801ef6b2fb65da1c5517b49bc4eedf9fd3cb2afc381a34b8ba3bb48bf0866c3,True,True,True
151,2,authority+consensus+common_sense+polished_style+compassion,456,603,147,1.322368,50a256a7b4f50d45ceea27d9fd8c1c502b17d1f8df66eff3e71c9df7230cabde,50a256a7b4f50d45ceea27d9fd8c1c502b17d1f8df66eff3e71c9df7230cabde,True,True,True
152,1,authority+consensus+common_sense+polished_style+compassion,564,711,147,1.260638,072b6de6f0284e32d4cd37b350891a19fae023fc9652bf2c86bb3ff83f17b008,072b6de6f0284e32d4cd37b350891a19fae023fc9652bf2c86bb3ff83f17b008,True,True,True
152,2,authority+consensus+common_sense+polished_style+compassion,289,436,147,1.508651,9a3c00e99890faa68b76ac938c7f6a12431631521e190129f68fa6c9e02bd524,9a3c00e99890faa68b76ac938c7f6a12431631521e190129f68fa6c9e02bd524,True,True,True
153,1,authority+consensus+common_sense+polished_style+compassion,971,1118,147,1.151390,199a1da5ba49d8d1cd76fa7f8b6cc56b91f1a84277d54768aea2a715f05a3ff2,199a1da5ba49d8d1cd76fa7f8b6cc56b91f1a84277d54768aea2a715f05a3ff2,True,True,True
153,2,authority+consensus+common_sense+polished_style+compassion,751,898,147,1.195739,895f310daf5e351694f2c612df5ab0307a4057e42485b89ebec7f5df75eb7b7e,895f310daf5e351694f2c612df5ab0307a4057e42485b89ebec7f5df75eb7b7e,True,True,True
154,1,authority+consensus+common_sense+polished_style+compassion,947,1094,147,1.155227,87a309a1361cb7b14eacc9bf780b86686a77d1d60ad298de14b1dda603e02888,87a309a1361cb7b14eacc9bf780b86686a77d1d60ad298de14b1dda603e02888,True,True,True
154,2,authority+consensus+common_sense+polished_style+compassion,1019,1166,147,1.144259,edebd6a86439c0a47e716bb919134e381be3cb6cd01d8d04ee6ea4f74eb36a63,edebd6a86439c0a47e716bb919134e381be3cb6cd01d8d04ee6ea4f74eb36a63,True,True,True
155,1,authority+consensus+common_sense+polished_style+compassion,587,734,147,1.250426,31e4a9a11bf39309a9784ab0b9c01b5f754afca4fb5582cf5eb203b45a077863,31e4a9a11bf39309a9784ab0b9c01b5f754afca4fb5582cf5eb203b45a077863,True,True,True
155,2,authority+consensus+common_sense+polished_style+compassion,845,992,147,1.173964,429c6bc95e378fb02bfc16f4dcb5a77ea339bc9859554922ff9e955bfe3392da,429c6bc95e378fb02bfc16f4dcb5a77ea339bc9859554922ff9e955bfe3392da,True,True,True
156,1,authority+consensus+common_sense+polished_style+compassion,725,872,147,1.202759,cd1bdd2f80b0aec6243d308415a732a531f811fd2f912f1a3ce083369d3d0f05,cd1bdd2f80b0aec6243d308415a732a531f811fd2f912f1a3ce083369d3d0f05,True,True,True
156,2,authority+consensus+common_sense+polished_style+compassion,765,912,147,1.192157,70740a443705df7a23e0b191c16789eb18bb16f37ade13f1f30c57a5d534ea07,70740a443705df7a23e0b191c16789eb18bb16f37ade13f1f30c57a5d534ea07,True,True,True
157,1,authority+consensus+common_sense+polished_style+compassion,526,673,147,1.279468,329ca7008588c932ff1dab5da8664faa9e626e35d0722fa96b7cd18e0c1ddf7e,329ca7008588c932ff1dab5da8664faa9e626e35d0722fa96b7cd18e0c1ddf7e,True,True,True
157,2,authority+consensus+common_sense+polished_style+compassion,794,941,147,1.185139,862cbe1de862c0e82c9fa462f5ad4c32d0341a4bb4772aea77e678c14343d3a6,862cbe1de862c0e82c9fa462f5ad4c32d0341a4bb4772aea77e678c14343d3a6,True,True,True
158,1,authority+consensus+common_sense+polished_style+compassion,548,695,147,1.268248,258b4e384ae1651854ec4308c35ce56a9a83265df991a2574a8d4a37c3421de7,258b4e384ae1651854ec4308c35ce56a9a83265df991a2574a8d4a37c3421de7,True,True,True
158,2,authority+consensus+common_sense+polished_style+compassion,864,1011,147,1.170139,e7fe8fe00ae357d7eac7fdfde1ed7a5ceba1b1c565e8a4a137862ca3b54be425,e7fe8fe00ae357d7eac7fdfde1ed7a5ceba1b1c565e8a4a137862ca3b54be425,True,True,True
159,1,authority+consensus+common_sense+polished_style+compassion,595,742,147,1.247059,ab9afe10c759e7636c93bd53f3e7a50ac12234a6ffbc3db0ed191736701dbb14,ab9afe10c759e7636c93bd53f3e7a50ac12234a6ffbc3db0ed191736701dbb14,True,True,True
159,2,authority+consensus+common_sense+polished_style+compassion,939,1086,147,1.156550,ee827083b4a75af9007efcb64012fb71d04b5d32d83a7b055797c4d931f4484a,ee827083b4a75af9007efcb64012fb71d04b5d32d83a7b055797c4d931f4484a,True,True,True
160,1,authority+consensus+common_sense+polished_style+compassion,804,951,147,1.182836,8cc8fd2b0f6437d213e9bd837243ad65846f9dd9940ded027ec484e284a9b489,8cc8fd2b0f6437d213e9bd837243ad65846f9dd9940ded027ec484e284a9b489,True,True,True
160,2,authority+consensus+common_sense+polished_style+compassion,584,731,147,1.251712,8a44d7882e115b6b79ef89b8a6ff65fd0eac0449daf3fa533ab2955635272644,8a44d7882e115b6b79ef89b8a6ff65fd0eac0449daf3fa533ab2955635272644,True,True,True
